label,Bin1_Var,Bin1_Max,Bin2_Var,Bin2_Max,Bin3_Var,Bin3_Max,Bin4_Var,Bin4_Max,Bin5_Var,Bin5_Max,TD_Std,TD_Skew,TD_Kurtosis,TD_Median,TD_AbsDev,TD_Q1,TD_Q3,TD_IQR,TD_PCC,temp_env,rh_env,snr_db
Normal,0.00047785739420064195,0.0008536871171094312,0.0004507708599195321,0.0006298555172467718,0.0003390831568010959,0.0005596668980800986,0.0002592785459301556,0.0004618466793453908,0.00025544268742000773,0.00046288505874851155,0.0012446763277412527,11.516041390185402,146.4985005811376,0.00031885708310104967,0.0003821359483799456,0.00016644850452973296,0.000520518258509925,0.00035406975398019207,0.16307779789990598,25.0,50.0,15
Normal,0.00031764363080386606,0.0006122705387564588,0.00029077469592674136,0.0005181099346517527,0.00029141976112095295,0.00047223931694252057,0.0002448336411935263,0.0005246106718994523,0.00022370224273241465,0.00039935131963814456,0.0010892285415913918,7.271312790159808,56.435437990724196,0.00023746875511623664,0.0003832085682734324,0.00011157690620619422,0.0004387752640651084,0.00032719835785891417,0.45727953657423726,25.0,50.0,15
Normal,0.0006183228476059839,0.000916854789610903,0.0005207995949758885,0.0008465893758134378,0.0004855493213945985,0.0008928354941829637,0.00042339130634820924,0.0006807369701838333,0.00047595660574152414,0.0008349861440698867,0.0014577401949507273,7.354424062585425,62.44426006379136,0.00031744589933847594,0.0005776030630864546,0.00015287749029855853,0.0005933059744499777,0.00044042848415141913,0.43902816751867796,25.0,50.0,15
Normal,0.00040007400727145844,0.0006571209680506216,0.0004062542802383974,0.0007146388208976829,0.00031066886721875726,0.0005172631570473455,0.0003029628140573456,0.0005821501030530535,0.00026484805350389384,0.0005110096365481975,0.0011855258009811917,6.37835059590988,45.071279224192914,0.0002711045513538052,0.0004933551938896623,0.00012885857849174504,0.0005519188973732048,0.00042306031888145976,0.5883422924371915,25.0,50.0,15
Normal,0.0010574138538775105,0.0017984929472997964,0.0009517746022992505,0.0019322257898748512,0.0008892045154041204,0.0013421920902804757,0.000849773043365853,0.0016378739643986013,0.0007148837221073625,0.0015099122423590148,0.0019452531822590803,7.83241090493675,66.32770953038562,0.00046320244350827125,0.0006822262124286621,0.00025295589010568704,0.0007905185773659968,0.0005375626872603098,0.5042453334683147,25.0,50.0,15
Normal,0.00028665631610536935,0.0005951514511645259,0.0003419602585763556,0.0005706240950671708,0.0002472676882998458,0.00044385819111673837,0.0002329349958394863,0.0003969995640870781,0.0002174131501491771,0.0003760388595469707,0.0010699926923300263,8.314389093597452,78.78439147725346,0.0002500620855247738,0.0003753421006520481,8.855228299809222e-05,0.0004743383057378331,0.00038578602273974086,0.38660168767886066,25.0,50.0,15
Normal,0.0008111267027166278,0.001440889309699181,0.0007728595077027259,0.0015061744767022529,0.0006347092406518451,0.0012587382689077094,0.0006407868459544456,0.001257942182162325,0.0005904265677856657,0.0011246252788143854,0.001737007285775897,10.26782590800746,118.85545544589394,0.00040708922244735727,0.0005701046326612287,0.00018701521758014605,0.0007078718503618895,0.0005208566327817434,0.26874445130648145,25.0,50.0,15
Normal,0.0002470029680825528,0.0004325666886735006,0.00022626131372307425,0.00043026113690501,0.0002483427902674374,0.0006566492382585518,0.00021601934796999174,0.00045289103469731005,0.00018057906241242917,0.0003373502905381939,0.0010081844756245485,12.533459657291573,165.70311698652228,0.000202115800807002,0.0002637468342971512,0.00010837815636534839,0.0003368070220728513,0.00022842886570750292,0.14516886655693303,25.0,50.0,15
Normal,0.000605222776418777,0.0010883615086586835,0.0004671945057767215,0.0007075495911984204,0.00046170582605000837,0.0009014946341315016,0.0004994341123384452,0.0007927947723353004,0.0003972688781095636,0.0007766969511296829,0.0014760455021974388,12.510405921146909,165.63207296439893,0.0003124427127998977,0.00040336775603985953,0.00016872261327824573,0.0005371327449224139,0.0003684101316441681,0.02345465539676968,25.0,50.0,15
Normal,0.0006165370081930891,0.001158040867602253,0.0006424114870623805,0.00114065174456052,0.000534192769855476,0.0010781286497137364,0.0004495238814474519,0.0007917417156596119,0.00040697884431263685,0.0008631809456177538,0.001532175121829316,11.01239164404899,136.23569254029786,0.0003109858387561689,0.0004869434474939262,0.00014640865202799063,0.0005225322722864795,0.0003761236202584889,0.19422540133254096,25.0,50.0,15
Normal,0.00039382799370678783,0.0006586552348100047,0.0003199390192807895,0.0005411203693330047,0.0003081625081426665,0.0007322727190245653,0.00023407505040456324,0.00042724794576242076,0.0002568247990067672,0.00047145990380271965,0.0011209955767253815,6.564721523052781,46.80425071037721,0.00029404739130014655,0.0004318563069407505,0.00014854595694067696,0.0004564045003872216,0.00030785854344654465,0.5361475300665315,25.0,50.0,15
Normal,0.00046050817328535,0.0009286252684689985,0.0004411265737861589,0.0007105335378111024,0.0004495506935640784,0.0008511296815605819,0.0003420132064098086,0.0006854877156809177,0.00034230607702410553,0.0006975076863148035,0.001301090711065349,7.122478204562371,57.589347652874174,0.00031604721596168123,0.0005115328843296137,0.0001569157528443054,0.0005504169466745487,0.0003935011938302433,0.4450239797109033,25.0,50.0,15
