label,Bin1_Var,Bin1_Max,Bin2_Var,Bin2_Max,Bin3_Var,Bin3_Max,Bin4_Var,Bin4_Max,Bin5_Var,Bin5_Max,TD_Std,TD_Skew,TD_Kurtosis,TD_Median,TD_AbsDev,TD_Q1,TD_Q3,TD_IQR,TD_PCC,temp_env,rh_env,snr_db
Normal,0.0009127926171051218,0.0016291985313429923,0.0012603355964321066,0.003565639247066143,0.0009791665444164703,0.0025763427454947143,0.001021656186048794,0.0024882306030714336,0.0005844992926233944,0.0029662009988752546,0.001776584199259448,6.988548239409403,61.51521762893023,0.0009686373656825988,0.000863828873285137,0.00046287129971683697,0.0017118428347803077,0.0012489715350634707,0.2584011494834228,25.0,50.0,5
Normal,0.0014737432690565381,0.004174800902130044,0.0012556973472853871,0.003662180796934995,0.0011493125344987502,0.0030322619793949263,0.0009043028324225878,0.002746163551263636,0.001086821752811927,0.0033066939251066543,0.0018418818631552613,5.178178793080303,37.13564959135834,0.0012309296860757294,0.0010328452433119284,0.0005773319087421095,0.0021225028841785213,0.0015451709754364118,0.43679702391718084,25.0,50.0,5
Normal,0.00038778470933211004,0.0013211325377455066,0.0004225677664681025,0.001457786701430933,0.0005606899304537768,0.0012039058361005572,0.0004430014038024222,0.0017120146769060737,0.00026130435086658163,0.0008768584133198685,0.001079268997581631,5.176430496859884,36.286870455038624,0.0007581474423600015,0.0005951610488332732,0.0003805519636697731,0.001240261293409754,0.0008597093297399809,0.4168244303701161,25.0,50.0,5
Normal,0.0007564660671391735,0.002035474675603818,0.0005481893318507825,0.0019726306067330847,0.0003847210146969356,0.0012750467428092106,0.0003414875448207458,0.0011070219775631519,0.0005439193083520933,0.0013526086828807699,0.0012209951668512374,3.9069133592549514,20.437313529567618,0.0006930314756585592,0.0007289821229857119,0.0003531697960516623,0.0011605451312624632,0.0008073753352108009,0.5355507358168107,25.0,50.0,5
Normal,0.0007734608365104198,0.002029038584638119,0.0007965834725170068,0.002109952092677277,0.0008190885688032446,0.0019767603495233384,0.000613584981840377,0.0018881396930053628,0.0004853041716974876,0.001433067008188493,0.0014752563493618466,4.842964439088658,30.529125310351787,0.0008140238066672264,0.0008257861862147101,0.0004168135369177998,0.0014999192115490098,0.00108310567463121,0.39788028835070693,25.0,50.0,5
Normal,0.000677106700631439,0.001539116331009132,0.0006123171095163111,0.001464625094094642,0.0004951318535852788,0.0011809523926196719,0.0004005736230988156,0.0016528200481176543,0.0003629921528554659,0.000804967575240604,0.0012453600284938545,4.518689736645781,29.789454245066658,0.0006648301331294698,0.0007486380186892791,0.0002970460284694862,0.0013577541602231215,0.0010607081317536354,0.5172921052483418,25.0,50.0,5
Normal,0.000568349248157138,0.0012208738133257376,0.0005452193677059423,0.00143610771167716,0.0005625030295293492,0.0010831938117383786,0.00036199237907686153,0.0010252060317759448,0.00037361445924417343,0.0009454809563796099,0.001238658013594446,5.916063843339417,46.230284851091746,0.0006335913601379468,0.0006599268816051223,0.0003178610243527687,0.0012012223918363844,0.0008833613674836156,0.5600201625927579,25.0,50.0,5
Normal,0.0006926914438684296,0.0023362856920111095,0.0006531518656379945,0.0019350809900020446,0.0006093358566498159,0.0020409325084853485,0.0004979754523782738,0.0013999287437261852,0.00046161560822266144,0.0012005348276881362,0.001315936352520638,6.095551654567243,55.067618406538564,0.0008083255490614239,0.000737032357759046,0.0003714739007023042,0.0014379863003690587,0.0010665123996667545,0.5108589774457852,25.0,50.0,5
Normal,0.00043527198726283375,0.0009084530412401843,0.0005537180650223187,0.001689094231801888,0.0004342660518315753,0.0015067005542882539,0.0005988255244698145,0.001639301860107977,0.00036763973195614794,0.0011603866661744238,0.0011913521146932804,6.02104722305629,52.1796646926228,0.0007540724253386256,0.0006489121444000983,0.00035109406672676955,0.0012800642312787325,0.000928970164551963,0.30038947031527946,25.0,50.0,5
Normal,0.0006297918742839443,0.0013975368811133609,0.0004473225795539199,0.0008198976686626146,0.0004578578525721009,0.0017029463158508343,0.0004269756226328745,0.0011399913256294897,0.000300799499921539,0.001008107162207728,0.001191800239488269,6.923853216958591,64.13955331453168,0.000690187778755048,0.0005990238664752449,0.0003702705741702239,0.001135609776496057,0.000765339202325833,0.30616835221131355,25.0,50.0,5
