label,Bin1_Var,Bin1_Max,Bin2_Var,Bin2_Max,Bin3_Var,Bin3_Max,Bin4_Var,Bin4_Max,Bin5_Var,Bin5_Max,TD_Std,TD_Skew,TD_Kurtosis,TD_Median,TD_AbsDev,TD_Q1,TD_Q3,TD_IQR,TD_PCC
Normal,0.0004741555483492215,0.000604286014453507,0.0004464967923239831,0.0005864082173129659,0.00040573242716741826,0.0005142645238804346,0.0003682569197955035,0.00046928849630056537,0.00034449216192079313,0.00041458985839984387,0.0013671148332751056,6.843922224716323,49.94973764608222,0.00010138639689050234,0.0005144517468409568,4.0062817932201356e-05,0.000274211363872923,0.00023414854594072166,0.5292408506337601
Normal,0.0008163263381419072,0.001032557807238331,0.0007455081630700172,0.0009335491407172419,0.0007010824378559598,0.0009217121713128071,0.0006513445580352255,0.0008298355107603034,0.0006108662150370386,0.0007534983992042833,0.0018142983077086131,7.89417980879562,66.63017434375293,0.00011947184393733269,0.0006228902155888675,4.775767747877317e-05,0.0002891813524827002,0.00024142367500392704,0.5054424966918346
Normal,0.0008714065357129895,0.001112434602202742,0.0008142658934798743,0.001046240736613246,0.0007535189610986604,0.0009946394293980105,0.0006923928868153419,0.0008530374185822214,0.0006513804641464932,0.0008278187675526338,0.0018866515875732238,8.98266971895072,88.77798824722043,0.0001306087392654018,0.0006022821346498893,6.412164881237681e-05,0.0002769120248096168,0.00021279037599724,0.3953118873574676
Normal,0.00030421993084835125,0.00038819731113694315,0.00027621107788435234,0.00034600987858428203,0.00024483139886996715,0.0003231674192321671,0.00021852533574983558,0.00027811094067366844,0.00019559637040902773,0.00024607473199170373,0.0010614598743346716,7.1949161821530545,58.51998622466471,7.984454550381693e-05,0.0004140368820181136,2.4672987797602022e-05,0.00021772628510020257,0.00019305329730260056,0.6417894565021098
Normal,0.000307560546180138,0.00037548174581786254,0.0002844612585799039,0.0003604197195672479,0.0002566981477087217,0.00032246664107177605,0.00023649695535196165,0.0002925156266628988,0.00022389814070049627,0.00026368283262484467,0.001101415544453585,6.804906880504841,48.692511988124686,5.9784558818429094e-05,0.0004048170112634723,2.7405432403620287e-05,0.00016341709299525552,0.00013601166059163522,0.5566483688990161
Normal,0.0005361221548611302,0.0006911910864899999,0.0004884550654281649,0.000632456210503278,0.0004571075745000695,0.0005876432179046224,0.000420915879416925,0.0005438992547076668,0.0004078683861220191,0.0004858320433698787,0.0014817386722652366,10.656583373095005,127.36594520891845,8.876385417228382e-05,0.0004476361138649759,4.8661101648287864e-05,0.00019377794255056663,0.00014511684090227878,0.26311049572703404
Normal,0.0006659800987541345,0.0008439978534587422,0.0006230261168468111,0.0007789086852883641,0.0005568903917323946,0.0007476153984025361,0.0005186504737950454,0.0006533844650805,0.000488532488355432,0.0005882876583801314,0.001669082582888599,12.994357866567332,174.36176250769233,7.423128403147126e-05,0.00037772912100743664,3.608171663942652e-05,0.00013939642866118214,0.00010331471202175562,0.03761029881982791
Normal,0.0005103025876381642,0.0006488257578606312,0.0004753481447250514,0.0006179528545066362,0.0004467128294606793,0.0005702776938999152,0.0004042004635505976,0.000514883894697037,0.0003783814501872668,0.00046341914660586847,0.0014239187706220906,6.720118827444184,48.02093021520504,0.00010757361143025183,0.0005402108826178501,4.7082410051365497e-05,0.0002658325112273453,0.00021875010117597982,0.5553473135288385
Normal,0.0005213666576298806,0.0006806221341892375,0.0004884995074979474,0.0006280856034689158,0.00044413766335633833,0.000558426170732478,0.0004121921931342548,0.0005194543552636703,0.00039594652081190765,0.00047060569236643504,0.0014710641103712057,11.43963991799426,143.62303952628113,8.489321625893504e-05,0.00042158511041428095,4.412793629424424e-05,0.00019480523396499713,0.0001506772976707529,0.21495003776040503
Normal,0.0008089388504507642,0.0010335537205119196,0.000743493493597138,0.0009553658296571565,0.0006966420608187668,0.0009012678115017857,0.0006454599046334978,0.0008380416182313667,0.0006077925780182231,0.0007487112125477079,0.001835149116083026,11.632008147718093,146.3777817586361,0.00010492575988170112,0.000493774789564312,4.650637848073314e-05,0.00022667197402923296,0.00018016559554849982,0.20408068750478883
Normal,0.0004294045200309863,0.0005536421052483208,0.0003906286127373095,0.0005001669726780202,0.00034672382160200004,0.00044082343084762403,0.0003186319800740637,0.0003955107157520821,0.0002876548780901632,0.0003519498353299894,0.0012796715144952418,7.597356089955565,64.58820688927693,0.0001046363479696893,0.00046442948384679654,4.086930478931487e-05,0.00022232761002510354,0.00018145830523578867,0.45103433695112066
Normal,0.00034029164362122386,0.00042991060533936927,0.0003167092437114721,0.0004060264615320681,0.0002870823896803247,0.00035736450285843235,0.00026614103237345256,0.0003286738661512138,0.0002474065625378435,0.0003045672023328691,0.001155996420315695,7.629266923024978,65.12549607151095,7.196032294712635e-05,0.00043248159138990967,2.3170060714132984e-05,0.00022949135293745925,0.00020632129222332627,0.6602802811847835
Normal,0.00042908271563259085,0.0005504209035132398,0.00039094026898529014,0.0004931214882688528,0.0003462019391920818,0.0004390571652724325,0.00031318040573166726,0.000403355163636425,0.00028198410450931493,0.0003467645854821853,0.0012907568626384653,10.41451753357982,122.66406540271448,9.305898528430215e-05,0.0003995789649043485,4.4770603250660464e-05,0.00018107411736027504,0.00013630351410961458,0.2712990193029577
Normal,0.0007497435538759112,0.0009422937668822308,0.0007089737436353279,0.0008805446302447657,0.0006515725338289104,0.0008378558293594677,0.0005906994932007837,0.0007286967115364608,0.0005714858622743119,0.0006942125071453192,0.0017879196527742795,12.901157587301903,172.53760484252095,6.685122605025837e-05,0.0004168666668846834,2.9076076914281897e-05,0.00014299933778592493,0.00011392326087164303,0.05046769460469471
Normal,0.0004801270962545478,0.0005974973630106617,0.0004378544099547988,0.000565437560341886,0.00039405107082008566,0.0005003336506618543,0.0003596469565019441,0.0004574102826672504,0.0003412037880947536,0.00041242368467556736,0.0013836419909764245,10.986666472676834,134.36267744567724,9.438988247122472e-05,0.0004127138536933824,5.32667163108808e-05,0.00016097856773730727,0.00010771185142642647,0.2384538142675629
Normal,0.00041605806717125914,0.0005394763187287421,0.00038575767783920856,0.0005003315196900755,0.000360465755585262,0.0004491312856470435,0.00032242019387742813,0.00042199914418255744,0.00030254496922212115,0.0003914203848082677,0.0012745398168475589,7.3513088417918375,60.926525125693715,0.00010244500449440765,0.0004858705368505136,5.185861577714892e-05,0.00026852699205180176,0.00021666837627465284,0.6440474279630145
Normal,0.0004910271032287553,0.000635411076568498,0.0004566005096514705,0.0005772797196106832,0.00041799800559896746,0.0005527314234881896,0.0003920818112917113,0.0004897679645021987,0.0003644435481457902,0.0004410834659833749,0.001401652207575934,7.824802664702236,68.68570092571449,0.00011759626119036562,0.0004975973242941759,5.1374772959095316e-05,0.0002252170259635151,0.00017384225300441978,0.4408945264762321
Normal,0.0005468164232296475,0.0006964176824056914,0.0004971059672021587,0.0006405788685280577,0.00045609967452530254,0.0005686471979618611,0.000416345358124627,0.0005111226783580344,0.00039344093374284433,0.0004961479599581674,0.001497643056195367,12.767000922240701,170.05582710238804,6.790105634514205e-05,0.00036511563238319003,2.2263572265334085e-05,0.00016182648394594428,0.00013956291168061019,0.06877193223254101
Normal,0.0004128111728271942,0.0005256121758525691,0.0003747492211507901,0.00048441849586873065,0.0003358190798126427,0.0004406899168440179,0.0002859420946200717,0.0003574979003598105,0.00026272918224998606,0.0003101088660309699,0.0012534880764962762,9.671926978385667,107.24539240301249,7.60517193271287e-05,0.0004041186639362883,4.047528417130778e-05,0.00020264254776454998,0.00016216726359324218,0.3162174399326018
Normal,0.00039802729230266874,0.0005046921872267116,0.00035172980287572647,0.00046666925468311787,0.0003022395763843715,0.0004057730449750653,0.0002704670290492136,0.00034743474565146785,0.00024192053992186515,0.000311543792883902,0.0011975635251180907,7.14635772443127,56.052267903145506,9.217400988035786e-05,0.00044700292311525345,3.928159735952267e-05,0.00022725929118946588,0.0001879776938299432,0.480024428487883
